Cow No.,Cow Name,Group No.,Previous Group No.,Group Change Date,Days Since Group Change,Sex,Days In Pregnancy,Insem Date,Breed,Transp. No.,No. of Lact.,Days In Milk,Cull flagged,Birth Date,Age Years,Age Months,Age Days,Group No.,Breeding Status,Breeding State (Code),Preg Check Date,Tot. Milk Yest.,Yield This Week ,Milk Last Month,Milk This Month,Monthly Milk Jan,Monthly Milk Feb,Monthly Milk Mar,Monthly Milk April,Monthly Milk May,Monthly Milk June,Monthly Milk July,Monthly Milk Aug,Monthly Milk Sept,Monthly Milk Oct,Monthly Milk Nov,Monthly Milk Dec,Breeding State,Pregnant,Preg. Check Count,Preg Check Date,Abortion Date,Calving Interval,Number Calf 1,Number Calf 2,Sex Calf 1,Sex Calf 2,Days Since Calving,Last Calving Month,Calved Date,Delivery
155,-,2,22,22.07.31,12,Female,0,22.07.27,Holstein,8028,2,101,-,19.06.23,3.1,37.7,1146,2,Bred,1,-,26.5,200,1251,400,939,704,227,0,960,1249,1251,400,953,976,929,955,Inseminate,-,0,-,-,362,2790,-,Female,-,101,May,22.05.03,Easy
156,-,7,6,22.08.04,8,Female,209,22.01.15,Holstein,9439,1,460,-,19.06.23,3.1,37.7,1146,7,Pregnant,4,22.04.11,24.6,149.5,947,288,1056,803,978,977,1005,975,947,288,1022,1034,1031,1080,Conf. Dry Off,Yes,2,22.04.11,-,528,1804,-,Female,-,460,May,21.05.09,Easy
158,-,7,14,22.06.07,66,Female,163,22.03.02,Holstein,7698,1,431,-,19.06.24,3.1,37.6,1145,7,Pregnant,4,22.05.30,13.1,79.9,436,150,746,685,739,737,616,481,436,150,777,782,729,766,Conf. Dry Off,Yes,2,22.05.30,-,545,1861,-,Female,-,431,Jun,21.06.07,Easy
159,-,3,2,22.07.31,12,Female,0,22.08.03,Holstein,5928,2,121,-,19.06.24,3.1,37.6,1145,3,Bred,1,-,40.3,233.2,1305,429,799,254,0,570,1329,1281,1305,429,965,1021,927,951,Inseminate,-,0,-,-,389,13020,-,Male,-,121,Apr,22.04.13,-
162,-,5,4,22.07.31,12,Female,131,22.04.03,Holstein,6686,1,405,-,19.06.26,3.1,37.6,1143,5,Pregnant,4,22.07.02,27.9,158.3,797,285,851,769,885,848,792,769,797,285,996,936,806,956,Conf. Dry Off,Yes,2,22.07.02,-,551,1899,-,Female,-,405,Jul,21.07.03,-
163,-,2,22,22.07.31,12,Female,0,-,Holstein,4303,2,58,-,19.06.26,3.1,37.6,1143,2,Fresh,1,-,37.6,229.1,1119,419,564,505,306,0,0,425,1119,419,720,721,683,646,Inseminate,-,0,-,-,-,13181,-,Male,-,58,Jun,22.06.15,Easy
165,-,75,50,22.07.16,27,Female,247,21.12.08,Holstein,3691,1,401,-,19.06.26,3.1,37.6,1143,75,"Pregnant, Dry",5,22.02.28,-,-,272,0,1098,1017,1113,1094,1065,797,272,0,946,995,987,1107,Conf. Step  Up,Yes,2,22.02.28,-,458,1864,-,Female,-,428,Jun,21.06.10,Easy
166,-,3,2,22.07.31,12,Female,0,22.05.19,Holstein,4421,2,152,-,19.06.27,3.1,37.5,1142,3,Pregnant (1st Preg Check),3,22.07.04,36.6,227.1,1347,424,495,0,682,1397,1447,1232,1347,424,1035,1025,818,881,2nd Pregn. Check,-,1,22.07.04,-,344,-,-,Female,-,152,Mar,22.03.13,Easy
167,-,2,22,22.07.31,12,Female,0,22.07.20,Holstein,10628,2,111,-,19.06.27,3.1,37.5,1142,2,Bred,1,-,49,297.4,1640,550,915,750,0,285,1508,1662,1640,550,1292,1105,1225,1330,Inseminate,-,0,-,-,365,2759,-,Female,-,111,Apr,22.04.23,Easy
168,-,2,22,22.07.31,12,Female,0,-,Holstein,3547,2,61,-,19.06.27,3.1,37.5,1142,2,Fresh,1,-,48.7,286.6,1469,529,1122,1020,980,192,0,708,1469,529,1152,1245,1190,1232,Inseminate,-,0,-,-,-,13172,-,Male,-,61,Jun,22.06.12,Easy
172,-,3,2,22.07.31,12,Female,0,22.08.04,Holstein,1731,2,116,-,19.07.02,3.1,37.4,1137,3,Bred,1,-,40.4,251.2,1432,463,997,198,0,434,1448,1395,1432,463,1051,1090,1072,1057,Inseminate,-,0,-,-,385,-,-,-,-,116,Apr,22.04.18,-
173,-,7,6,22.07.20,23,Female,168,22.02.25,Holstein,11377,1,446,-,19.07.02,3.1,37.4,1137,7,Pregnant,4,22.05.16,23.6,129.9,662,245,824,770,876,814,766,675,662,245,908,899,867,882,Conf. Dry Off,Yes,2,22.05.16,22.01.12,555,1838,-,Female,-,446,May,21.05.23,Easy
174,-,5,6,22.08.10,2,Female,157,22.03.08,Holstein,1156,1,362,-,19.07.03,3.1,37.3,1136,5,Pregnant,4,22.05.30,29.9,172.3,1134,351,1057,961,1042,1098,1125,1114,1134,351,969,1076,1053,1100,Conf. Dry Off,Yes,2,22.05.30,-,482,-,-,-,-,362,Aug,21.08.15,-
175,-,22,1,22.08.10,2,Female,0,-,Holstein,4619,2,22,-,19.07.03,3.1,37.3,1136,22,Fresh,0,-,44.4,252.7,371,459,929,831,863,870,424,0,371,459,961,986,953,976,Report Heat,-,0,-,-,-,13296,-,Male,-,22,Jul,22.07.21,-
176,-,199,190,22.02.01,192,Female,0,21.10.19,Holstein,-,1,484,Yes,19.07.03,3.1,37.3,1136,199,"Cull, Not Pregnant",1,21.12.04,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.12.04,-,464,1751,-,Female,-,484,Apr,21.04.15,Easy
177,-,12,11,22.08.06,6,Female,0,22.07.12,Holstein,6595,2,115,-,19.07.04,3.1,37.3,1135,12,Bred,1,-,37,219.1,1269,395,717,218,0,372,1326,1313,1269,395,938,936,808,873,Inseminate,-,0,-,-,361,13037,-,Male,-,115,Apr,22.04.19,-
179,-,3,2,22.07.31,12,Female,0,22.07.21,Holstein,15196,2,122,-,19.07.04,3.1,37.3,1135,3,Bred,1,-,40.7,252.1,1392,467,776,153,0,694,1400,1401,1392,467,955,965,918,946,Inseminate,-,0,-,-,377,2730,-,Female,-,122,Apr,22.04.12,-
180,-,3,2,22.07.31,12,Female,0,22.08.08,Holstein,8647,2,118,-,19.07.05,3.1,37.3,1134,3,Bred,1,22.08.06,38.7,223.6,1365,441,721,196,0,485,1431,1314,1365,441,944,900,789,802,Inseminate,-,0,22.08.06,-,391,13029,-,Male,-,118,Apr,22.04.16,-
182,-,190,80,22.08.05,7,Female,0,21.11.24,Holstein,4293,1,464,Yes,19.07.06,3.1,37.2,1133,190,"Cull, Not Pregnant",1,22.02.21,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.02.21,22.08.05,480,1796,-,Female,-,464,May,21.05.05,-
183,-,7,6,22.08.10,2,Female,198,22.01.26,Holstein,7558,1,391,-,19.07.06,3.1,37.2,1133,7,Pregnant,4,22.04.18,21.8,132.3,897,264,970,772,1000,1038,952,909,897,264,979,1028,922,1034,Conf. Dry Off,Yes,2,22.04.18,-,470,1939,-,Female,-,391,Jul,21.07.17,-
187,-,6,5,22.07.31,12,Female,158,22.03.07,Holstein,6560,1,400,-,19.07.07,3.1,37.2,1132,6,Pregnant,4,22.05.30,31.1,172.8,1054,326,1041,882,1049,1084,1049,1037,1054,326,1059,1032,960,1065,Conf. Dry Off,Yes,2,22.05.30,-,519,1909,-,Female,-,400,Jul,21.07.08,-
188,-,10,20,22.07.13,30,Female,93,22.05.11,Holstein,4222,1,360,-,19.07.08,3.1,37.2,1131,10,Pregnant,4,22.08.01,35.6,204.4,1087,374,1101,973,1017,1046,1081,1065,1087,374,1070,1180,1116,1114,Conf. Dry Off,Yes,2,22.08.01,-,544,2070,-,Female,-,360,Aug,21.08.17,-
190,-,22,70,22.08.08,4,Female,0,-,Holstein,33,2,33,-,19.07.08,3.1,37.2,1131,22,Fresh,0,-,43.7,228.1,842,433,1044,913,1006,856,0,0,842,433,1027,1059,1005,1064,Report Heat,-,0,-,-,-,13301,-,-,-,33,Jul,22.07.10,-
191,-,5,6,22.08.10,2,Female,0,22.08.03,Holstein,9900,1,446,-,19.07.08,3.1,37.2,1131,5,Bred,1,-,29.1,198,1051,367,1200,1022,1190,1225,1159,1125,1051,367,1177,1123,1152,1163,Inseminate,-,0,-,-,714,12059,-,Male,-,446,May,21.05.23,Easy
192,-,2,22,22.07.31,12,Female,0,-,Holstein,4314,2,47,-,19.07.08,3.1,37.2,1131,2,Fresh,1,-,54,314,1523,589,844,686,702,143,0,176,1523,589,1019,1011,943,941,Inseminate,-,0,-,-,-,13224,-,Male,-,47,Jun,22.06.26,-
194,-,2,22,22.07.31,12,Female,0,-,Holstein,5647,2,53,-,19.07.10,3.1,37.1,1129,2,Fresh,1,-,45.7,280.9,1420,513,988,825,846,336,0,383,1420,513,990,962,939,1019,Inseminate,-,0,-,-,-,13205,-,Male,-,53,Jun,22.06.20,-
195,-,6,14,22.08.06,6,Female,170,22.02.23,Holstein,4149,1,387,-,19.07.10,3.1,37.1,1129,6,Pregnant,4,22.05.16,22.7,157.3,1001,318,1079,921,1050,1041,1007,985,1001,318,1153,1184,1122,1167,Conf. Dry Off,Yes,2,22.05.16,-,494,1948,-,Female,-,387,Jul,21.07.21,-
196,-,22,1,22.08.01,11,Female,0,-,Holstein,27,2,44,-,19.07.10,3.1,37.1,1129,22,Fresh,1,-,51.4,308.1,1409,571,978,836,1002,879,8,15,1409,571,1215,1184,1200,1186,Inseminate,-,0,-,-,-,2906,-,Female,-,44,Jun,22.06.29,Easy
198,-,3,2,22.07.31,12,Female,0,22.07.06,Holstein,7643,2,129,-,19.07.10,3.1,37.1,1129,3,Bred,2,-,41.4,263.9,1437,492,748,0,0,847,1389,1363,1437,492,992,1014,962,984,Pregn. Check,-,0,-,-,369,2714,-,Female,-,129,Apr,22.04.05,Hard
199,-,6,5,22.07.31,12,Female,0,21.10.20,Holstein,869,1,459,-,19.07.11,3.1,37.1,1128,6,Aborted,1,22.01.15,23.2,139.6,706,256,876,810,871,849,731,738,706,256,1027,991,847,946,Inseminate,-,0,22.01.15,22.05.11,440,1808,-,Female,-,459,May,21.05.10,Easy
201,-,5,4,22.07.31,12,Female,133,22.04.01,Holstein,847,1,443,-,19.07.11,3.1,37.1,1128,5,Pregnant,4,22.06.20,28.2,168.4,986,318,951,820,906,941,861,907,986,318,951,985,925,929,Conf. Dry Off,Yes,2,22.06.20,-,587,1846,-,Female,-,443,May,21.05.26,Easy
202,-,2,22,22.07.31,12,Female,0,22.08.03,Holstein,9995,2,73,-,19.07.11,3.1,37.1,1128,2,Bred,1,-,43,265,1452,477,1032,838,926,163,11,1162,1452,477,1087,1058,1041,1101,Inseminate,-,0,-,-,341,13140,-,Male,-,73,May,22.05.31,-
203,-,2,22,22.07.31,12,Female,0,22.07.20,Holstein,9052,2,113,-,19.07.13,3.1,37,1126,2,Bred,1,-,31.5,259.1,1489,495,1171,548,0,308,1441,1505,1489,495,1271,1310,1155,1212,Inseminate,-,0,-,-,367,13044,-,Male,-,113,Apr,22.04.21,-
204,-,22,1,22.08.10,2,Female,0,-,Holstein,5519,2,18,-,19.07.14,3.1,37,1125,22,Fresh,0,-,41.1,221.2,174,390,1105,962,1017,964,445,0,174,390,1087,1124,1037,1078,Report Heat,-,0,-,-,-,2969,-,Female,-,18,Jul,22.07.25,-
206,-,2,22,22.07.31,12,Female,0,22.08.10,Holstein,5467,2,83,-,19.07.14,3.1,37,1125,2,Bred,1,-,44.3,278.6,1487,515,947,815,434,0,390,1360,1487,515,1074,1062,966,974,Inseminate,-,0,-,-,358,2820,-,Female,-,83,May,22.05.21,-
208,-,80,75,22.08.02,10,Female,260,21.11.25,Holstein,-,1,397,-,19.07.14,3.1,37,1125,80,"Pregnant, Dry",5,22.02.21,-,-,0,0,820,729,751,712,607,263,0,0,912,856,819,845,Conf. Step  Up,Yes,2,22.02.21,-,466,-,-,-,-,449,May,21.05.20,-
210,-,2,22,22.07.31,12,Female,0,22.07.07,Holstein,2221,2,108,-,19.07.15,3.1,36.9,1124,2,Bred,2,-,41.3,245.5,1285,442,824,450,0,128,1169,1246,1285,442,836,856,839,856,Pregn. Check,-,0,-,-,349,13059,-,Male,-,108,Apr,22.04.26,-
211,-,199,190,22.08.02,10,Female,0,22.06.01,Holstein,-,2,123,Yes,19.07.15,3.1,36.9,1124,199,"Cull, Not Pregnant",2,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pregn. Check,-,0,-,-,328,2724,-,Female,-,123,Apr,22.04.11,-
212,-,7,6,22.08.10,2,Female,200,22.01.24,Holstein,6770,1,474,-,19.07.15,3.1,36.9,1124,7,Pregnant,4,22.04.18,22.5,158.4,951,299,1133,959,1080,1117,1044,982,951,299,1093,1097,1071,1185,Conf. Dry Off,Yes,2,22.04.18,-,551,1771,-,Female,-,474,Apr,21.04.25,Easy
213,-,22,1,22.08.04,8,Female,0,-,Holstein,9920,2,25,-,19.07.15,3.1,36.9,1124,22,Fresh,0,-,46.7,271.3,489,487,1302,1057,1121,1065,265,0,489,487,1215,1245,1239,1333,Report Heat,-,0,-,-,-,13288,-,Male,-,25,Jul,22.07.18,-
214,-,5,4,22.07.31,12,Female,0,22.08.04,Holstein,4618,1,402,-,19.07.17,3.1,36.9,1122,5,Bred,1,22.07.12,39.1,213.8,1076,383,1107,969,1043,1133,1125,1105,1076,383,1138,1163,1106,1147,Inseminate,-,0,22.07.12,-,671,1904,-,Female,-,402,Jul,21.07.06,-
215,-,199,190,22.03.01,164,Female,0,21.07.13,Holstein,-,1,455,Yes,19.07.17,3.1,36.9,1122,199,"Cull, Not Pregnant",1,21.10.09,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.10.09,22.02.17,337,1818,-,Female,-,455,May,21.05.14,Easy
218,-,6,5,22.07.31,12,Female,0,22.05.19,Holstein,4424,1,454,-,19.07.20,3.1,36.8,1119,6,Open,1,22.08.11,29.5,144.4,788,268,848,631,858,922,851,771,788,268,917,810,867,726,Inseminate,-,0,22.08.11,-,646,1820,-,Female,-,454,May,21.05.15,-
220,-,22,1,22.08.01,11,Female,0,-,Holstein,2696,2,34,-,19.07.22,3.1,36.7,1117,22,Fresh,0,-,49.4,293,986,525,1024,895,946,529,0,0,986,525,1091,1094,1065,1096,Report Heat,-,0,-,-,-,13254,-,Male,-,34,Jul,22.07.09,-
221,-,80,75,22.08.10,2,Female,253,21.12.02,Holstein,2026,1,333,-,19.07.22,3.1,36.7,1117,80,"Pregnant, Dry",5,22.02.21,-,-,0,0,591,493,505,412,4,0,0,0,662,677,652,672,Conf. Step  Up,Yes,2,22.02.21,-,460,-,-,-,-,436,Jun,21.06.02,-
222,-,12,11,22.08.06,6,Female,0,22.07.13,Holstein,6928,1,115,-,19.07.22,3.1,36.7,1117,12,Bred,1,-,43.1,242.1,1463,470,0,0,0,454,1430,1500,1463,470,0,0,0,0,Inseminate,-,0,-,-,362,2748,-,Female,-,115,Apr,22.04.19,-
223,-,2,22,22.07.31,12,Female,0,22.07.20,Holstein,4275,2,111,-,19.07.23,3.1,36.7,1116,2,Bred,1,-,43.1,262.9,1448,494,985,157,0,216,1256,1395,1448,494,1026,1019,1020,1039,Inseminate,-,0,-,-,365,2762,-,Female,-,111,Apr,22.04.23,Easy
224,-,75,50,22.08.02,10,Female,224,21.12.31,Holstein,12155,1,457,-,19.07.23,3.1,36.7,1116,75,"Pregnant, Dry",5,22.03.21,-,-,594,14,774,697,762,730,681,573,594,14,972,983,916,687,Conf. Step  Up,Yes,2,22.03.21,-,520,12024,-,Male,-,467,May,21.05.02,Easy
225,-,75,50,22.07.16,27,Female,247,21.12.08,Holstein,1684,1,394,-,19.07.23,3.1,36.7,1116,75,"Pregnant, Dry",5,22.02.28,-,-,265,0,1027,889,979,953,858,853,265,0,979,982,978,1045,Conf. Step  Up,Yes,2,22.02.28,-,451,1872,-,Female,-,421,Jun,21.06.17,-
226,-,199,190,22.06.04,69,Female,0,-,Holstein,-,1,128,Yes,19.07.24,3.1,36.6,1115,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,-,13003,-,Male,-,128,Apr,22.04.06,-
230,-,22,1,22.08.01,11,Female,0,-,Holstein,4200,2,30,-,19.07.25,3,36.6,1114,22,Fresh,0,-,44.3,259.6,619,464,854,699,784,719,108,0,619,464,962,951,934,981,Report Heat,-,0,-,-,-,13267,-,Male,-,30,Jul,22.07.13,-
231,-,2,22,22.07.31,12,Female,0,-,Holstein,6848,2,75,-,19.07.25,3,36.6,1114,2,Fresh,1,-,50.1,290.7,1507,542,1049,871,511,0,32,1193,1507,542,1096,1103,1079,1143,Inseminate,-,0,-,-,-,13139,-,Male,-,75,May,22.05.29,Easy
232,-,3,2,22.07.31,12,Female,0,22.07.23,Holstein,10582,2,129,-,19.07.26,3,36.6,1113,3,Bred,1,22.07.11,40,245.2,1403,458,676,0,0,989,1492,1330,1403,458,1037,1005,945,828,Inseminate,-,0,22.07.11,-,386,2713,-,Female,-,129,Apr,22.04.05,Hard
233,-,22,1,22.08.01,11,Female,0,-,Holstein,791,2,33,-,19.07.27,3,36.5,1112,22,Fresh,0,-,32.4,184.7,564,342,830,723,768,431,0,0,564,342,769,822,811,847,Report Heat,-,0,-,-,-,13255,-,Male,-,33,Jul,22.07.10,-
236,-,3,2,22.07.31,12,Female,0,22.07.08,Holstein,401,2,132,-,19.07.28,3,36.5,1111,3,Bred,2,22.07.04,39.4,229.8,1318,433,712,0,0,1090,1483,1314,1318,433,1000,986,980,978,Pregn. Check,-,0,22.07.04,-,374,12991,-,Male,-,132,Apr,22.04.02,Easy
237,-,2,22,22.07.31,12,Female,0,-,Holstein,5023,2,53,-,19.07.28,3,36.5,1111,2,Fresh,1,-,52.4,310.1,1501,581,1015,933,965,335,0,394,1501,581,1080,1123,1108,1115,Inseminate,-,0,-,-,-,13212,-,Male,-,53,Jun,22.06.20,-
238,-,2,22,22.07.31,12,Female,0,22.07.27,Holstein,4640,2,104,-,19.07.28,3,36.5,1111,2,Bred,1,-,40.7,232,1292,436,957,719,0,4,857,1194,1292,436,964,1011,987,1004,Inseminate,-,0,-,-,365,13073,-,Male,-,104,Apr,22.04.30,-
241,-,6,14,22.08.06,6,Female,181,22.02.12,Holstein,4370,1,474,-,19.07.29,3,36.5,1110,6,Pregnant,4,22.05.16,26.6,165.2,979,324,1057,876,1035,1008,984,1021,979,324,1099,1107,1079,1118,Conf. Dry Off,Yes,2,22.05.16,-,570,1773,-,Female,-,474,Apr,21.04.25,Easy
242,-,2,22,22.07.31,12,Female,0,-,Holstein,168,2,60,-,19.07.11,3.1,37.1,1128,2,Fresh,1,-,43.9,270.6,1375,517,975,849,876,186,0,544,1375,517,1000,1049,1002,1019,Inseminate,-,0,-,-,-,13176,-,Male,-,60,Jun,22.06.13,Easy
243,-,22,1,22.08.01,11,Female,0,-,Holstein,1667,2,44,-,19.07.11,3.1,37.1,1128,22,Fresh,1,-,42.5,251.7,1135,459,1036,900,967,746,8,6,1135,459,1002,1049,1017,1055,Inseminate,-,0,-,-,-,-,-,-,-,44,Jun,22.06.29,Easy
244,-,7,14,22.08.04,8,Female,211,22.01.13,Holstein,7545,1,354,-,19.08.01,3,36.4,1107,7,Pregnant,4,22.04.04,22.3,123.9,860,257,937,838,902,908,889,880,860,257,778,895,864,904,Conf. Dry Off,Yes,2,22.04.04,-,420,2089,-,Female,-,354,Aug,21.08.23,-
245,-,75,50,22.07.23,20,Female,234,21.12.21,Holstein,2697,1,423,-,19.08.01,3,36.4,1107,75,"Pregnant, Dry",5,22.03.15,-,-,491,0,1048,884,975,965,915,909,491,0,1008,1096,1042,1055,Conf. Step  Up,Yes,2,22.03.15,-,486,1844,-,Female,-,443,May,21.05.26,-
249,-,6,5,22.07.31,12,Female,0,22.08.01,Holstein,5007,1,369,-,19.08.03,3,36.3,1105,6,Bred,1,22.06.18,27.2,158.8,807,280,949,849,949,970,863,705,807,280,1012,1073,1084,1037,Inseminate,-,0,22.06.18,-,635,2022,-,Female,-,369,Aug,21.08.08,-
251,-,22,1,22.08.01,11,Female,0,-,Holstein,4138,2,31,-,19.08.04,3,36.3,1104,22,Fresh,0,-,47.9,272,779,498,882,742,706,647,79,0,779,498,1020,940,943,943,Report Heat,-,0,-,-,-,13265,-,Male,-,31,Jul,22.07.12,Easy
252,-,1,80,22.07.31,12,Female,0,-,Holstein,5003,2,13,-,19.08.05,3,36.2,1103,1,Fresh,0,-,44.7,257.6,9,427,1069,965,948,969,307,0,9,427,1134,1156,1069,1153,Report Heat,-,0,-,-,-,2988,-,Female,-,13,Jul,22.07.30,Easy
254,-,22,1,22.08.10,2,Female,0,-,Holstein,12506,2,20,-,19.08.06,3,36.2,1102,22,Fresh,0,-,32.8,193.9,216,341,849,770,792,648,68,0,216,341,887,888,886,904,Report Heat,-,0,-,-,-,13334,-,Male,-,20,Jul,22.07.23,-
255,-,13,12,22.07.13,30,Female,0,22.07.02,Holstein,3725,1,348,-,19.08.07,3,36.2,1101,13,Pregnant (1st Preg Check),3,22.08.06,36.6,201,1114,376,1253,1063,1176,1214,1177,1177,1114,376,949,1277,1165,1296,2nd Pregn. Check,-,1,22.08.06,-,584,2112,-,Female,-,348,Aug,21.08.29,-
257,-,75,50,22.08.02,10,Female,226,21.12.29,Holstein,4294,1,362,-,19.08.08,3,36.1,1100,75,"Pregnant, Dry",5,22.03.21,-,-,747,13,973,944,1003,970,937,906,747,13,1064,1038,1030,1088,Conf. Step  Up,Yes,2,22.03.21,-,423,2007,-,Female,-,372,Aug,21.08.05,-
260,-,2,22,22.07.31,12,Female,0,-,Holstein,2477,2,61,-,19.08.08,3,36.1,1100,2,Fresh,1,-,34.5,241.3,1302,450,893,792,776,156,0,577,1302,450,911,910,909,927,Inseminate,-,0,-,-,-,2861,-,Female,-,61,Jun,22.06.12,Easy
261,-,5,4,22.07.31,12,Female,130,22.04.04,Holstein,2203,1,408,-,19.08.10,3,36.1,1098,5,Pregnant,4,22.07.02,24.1,138.2,847,262,1000,891,1013,940,847,829,847,262,992,1013,1015,1062,Conf. Dry Off,Yes,2,22.07.02,-,555,1890,-,Female,-,408,Jun,21.06.30,-
262,-,6,5,22.07.31,12,Female,0,22.06.11,Holstein,5631,1,407,-,19.08.11,3,36,1097,6,Pregnant (1st Preg Check),3,22.07.23,27.8,165.6,866,298,875,761,885,857,821,832,866,298,906,880,902,918,2nd Pregn. Check,-,1,22.07.23,-,622,12106,-,Male,-,407,Jul,21.07.01,Easy
263,-,1,80,22.08.06,6,Female,0,-,Holstein,2084,2,6,-,19.08.11,3,36,1097,1,Fresh,0,-,44,229.7,0,234,757,807,868,881,257,0,0,234,1028,1098,1032,1039,Report Heat,-,0,-,-,-,13358,-,Male,-,6,Aug,22.08.06,-
264,-,80,75,22.07.16,27,Female,275,21.11.10,Holstein,6765,1,311,-,19.08.11,3,36,1097,80,"Pregnant, Dry",5,22.02.07,-,-,0,0,1099,971,956,943,711,142,0,0,1113,1106,1147,1130,Conf. Step  Up,Yes,2,22.02.07,-,374,2011,-,Female,-,372,Aug,21.08.05,-
266,-,75,50,22.07.23,20,Female,239,21.12.16,Holstein,4841,1,387,-,19.08.12,3,36,1096,75,"Pregnant, Dry",5,22.03.07,-,-,388,0,850,766,833,857,811,790,388,0,897,867,866,873,Conf. Step  Up,Yes,2,22.03.07,-,445,1893,-,Female,-,407,Jul,21.07.01,-
268,-,13,12,22.07.13,30,Female,0,22.07.20,Holstein,4571,1,179,-,19.08.13,3,36,1095,13,Bred,1,22.06.27,36,199.1,1060,367,0,487,1137,1262,1245,1166,1060,367,0,0,0,0,Inseminate,-,0,22.06.27,-,433,-,-,-,-,179,Feb,22.02.14,-
270,-,2,22,22.07.31,12,Female,0,-,Holstein,3332,2,68,-,19.08.14,3,35.9,1094,2,Fresh,1,-,37.3,223.3,1219,416,815,707,652,0,0,803,1219,416,846,864,862,858,Inseminate,-,0,-,-,-,13154,-,Male,-,68,Jun,22.06.05,Easy
271,-,14,13,22.08.10,2,Female,0,22.07.19,Holstein,6544,1,256,-,19.08.14,3,35.9,1094,14,Bred,1,22.04.21,33,195.4,965,362,1048,961,1028,1080,945,868,965,362,0,0,30,939,Inseminate,-,0,22.04.21,-,509,2384,-,Female,-,256,Nov,21.11.29,-
272,-,6,14,22.08.10,2,Female,140,22.03.25,Holstein,6095,1,219,-,19.08.14,3,35.9,1094,6,Pregnant,4,22.06.20,24.8,167.3,1046,335,516,799,992,1043,985,995,1046,335,0,0,0,0,Conf. Dry Off,Yes,2,22.06.20,-,356,2481,-,Female,-,219,Jan,22.01.05,Easy
273,-,6,14,22.08.06,6,Female,168,22.02.25,Holstein,2115,1,339,-,19.08.14,3,35.9,1094,6,Pregnant,4,22.05.16,26.5,148.7,921,293,981,877,950,877,848,878,921,293,597,933,901,895,Conf. Dry Off,Yes,2,22.05.16,-,448,2165,-,Female,-,339,Sep,21.09.07,Easy
