Cow No.,Cow Name,Group No.,Previous Group No.,Group Change Date,Days Since Group Change,Sex,Days In Pregnancy,Insem Date,Breed,Transp. No.,No. of Lact.,Days In Milk,Cull flagged,Birth Date,Age Years,Age Months,Age Days,Group No.,Breeding Status,Breeding State (Code),Preg Check Date,Tot. Milk Yest.,Yield This Week ,Milk Last Month,Milk This Month,Monthly Milk Jan,Monthly Milk Feb,Monthly Milk Mar,Monthly Milk April,Monthly Milk May,Monthly Milk June,Monthly Milk July,Monthly Milk Aug,Monthly Milk Sept,Monthly Milk Oct,Monthly Milk Nov,Monthly Milk Dec,Breeding State,Pregnant,Preg. Check Count,Preg Check Date,Abortion Date,Calving Interval,Number Calf 1,Number Calf 2,Sex Calf 1,Sex Calf 2,Days Since Calving,Last Calving Month,Calved Date,Delivery
964,-,13,12,22.08.10,2,Female,0,22.07.12,Holstein,3258,1,141,-,20.05.20,2.2,26.7,814,13,Bred,1,-,32.7,193.3,1018,338,0,0,146,1040,1124,1021,1018,338,0,0,0,0,Inseminate,-,0,-,-,387,-,-,Female,-,141,Mar,22.03.24,Easy
965,-,12,11,22.07.13,30,Female,0,22.06.29,Holstein,6518,1,132,-,20.05.21,2.2,26.7,813,12,Pregnant (1st Preg Check),3,22.08.06,35.2,206.4,1052,367,0,0,0,804,1108,1070,1052,367,0,0,0,0,2nd Pregn. Check,-,1,22.08.06,-,365,2706,-,Female,-,132,Apr,22.04.02,Easy
966,-,192,85,22.03.10,155,Female,0,22.04.03,Holstein,-,0,-,Yes,20.05.21,2.2,26.7,813,192,"Cull, Not Pregnant",3,21.09.11,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2nd Pregn. Check,-,0,21.09.11,22.03.10,-,-,-,-,-,0,-,-,-
967,-,192,85,22.03.09,156,Female,0,21.06.16,Holstein,-,0,-,Yes,20.05.22,2.2,26.7,812,192,"Cull, Not Pregnant",1,22.03.09,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.03.09,-,-,-,-,-,-,0,-,-,-
968,-,11,10,22.08.06,6,Female,0,-,Holstein,2385,1,69,-,20.05.22,2.2,26.7,812,11,Fresh,1,-,40.5,237,1205,440,0,0,0,0,0,959,1205,440,0,0,0,0,Inseminate,-,0,-,-,-,2843,-,Female,-,69,Jun,22.06.04,Easy
969,-,13,12,22.08.10,2,Female,107,22.04.27,Holstein,68,1,155,-,20.05.22,2.2,26.7,812,13,Pregnant,4,22.07.16,27.8,161,807,294,0,0,408,798,870,830,807,294,0,0,0,0,Conf. Dry Off,Yes,2,22.07.16,-,325,2654,-,Female,-,155,Mar,22.03.10,Easy
970,-,12,11,22.08.10,2,Female,0,-,Holstein,2639,1,103,-,20.05.22,2.2,26.7,812,12,Fresh,1,-,20.2,128,600,236,0,0,0,1,777,827,600,236,0,0,0,0,Inseminate,-,0,-,-,-,13075,-,Male,-,103,May,22.05.01,-
971,-,13,12,22.08.10,2,Female,0,22.05.18,Holstein,742,1,143,-,20.05.23,2.2,26.6,811,13,Pregnant (1st Preg Check),3,22.07.04,32.1,186.1,963,345,0,0,151,783,964,954,963,345,0,0,0,0,2nd Pregn. Check,-,1,22.07.04,-,334,-,-,-,-,143,Mar,22.03.22,-
972,-,13,12,22.08.10,2,Female,0,22.06.07,Holstein,5941,1,141,-,20.05.24,2.2,26.6,810,13,Pregnant (1st Preg Check),3,22.07.14,38.3,226.3,1169,429,0,0,156,1092,1222,1182,1169,429,0,0,0,0,2nd Pregn. Check,-,1,22.07.14,-,352,2687,-,Female,-,141,Mar,22.03.24,Easy
973,-,13,12,22.08.10,2,Female,0,22.05.19,Holstein,85,1,139,-,20.05.24,2.2,26.6,810,13,Pregnant (1st Preg Check),3,22.07.04,30,178.3,1011,326,0,0,119,916,1065,1056,1011,326,0,0,0,0,2nd Pregn. Check,-,1,22.07.04,-,331,2690,-,Female,-,139,Mar,22.03.26,-
975,-,12,11,22.07.13,30,Female,0,22.05.20,Holstein,789,1,135,-,20.05.24,2.2,26.6,810,12,Pregnant (1st Preg Check),3,22.07.04,27.5,171.3,893,308,0,0,24,762,927,858,893,308,0,0,0,0,2nd Pregn. Check,-,1,22.07.04,-,328,12974,-,Male,-,135,Mar,22.03.30,-
976,-,12,11,22.08.10,2,Female,0,22.08.07,Holstein,1681,1,100,-,20.05.24,2.2,26.6,810,12,Bred,1,-,28.9,181.9,1063,345,0,0,0,0,846,1032,1063,345,0,0,0,0,Inseminate,-,0,-,-,372,13088,-,Male,-,100,May,22.05.04,Easy
978,-,12,11,22.08.10,2,Female,0,22.08.06,Holstein,8958,1,102,-,20.05.25,2.2,26.6,809,12,Bred,1,-,25.1,148.9,824,279,0,0,0,0,685,857,824,279,0,0,0,0,Inseminate,-,0,-,-,373,13083,-,Male,-,102,May,22.05.02,-
979,-,11,10,22.08.06,6,Female,0,22.08.10,Holstein,6625,1,82,-,20.05.25,2.2,26.6,809,11,Bred,1,-,40.5,239.1,1327,447,0,0,0,0,286,1168,1327,447,0,0,0,0,Inseminate,-,0,-,-,357,13117,-,Male,-,82,May,22.05.22,Hard
980,-,12,11,22.08.06,6,Female,0,22.07.06,Holstein,2920,1,123,-,20.05.25,2.2,26.6,809,12,Open,1,22.08.11,37,199.9,1119,375,0,0,0,493,1058,1105,1119,375,0,0,0,0,Inseminate,-,0,22.08.11,-,363,2728,-,Female,-,123,Apr,22.04.11,-
981,-,110,111,22.07.21,22,Female,0,22.04.28,Holstein,-,0,-,-,20.05.25,2.2,26.6,809,110,Pregnant (1st Preg Check),3,22.06.16,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2nd Pregn. Check,-,1,22.06.16,22.02.27,-,-,-,-,-,0,-,-,-
982,-,12,11,22.08.06,6,Female,0,22.06.01,Holstein,7236,1,123,-,20.05.27,2.2,26.5,807,12,Pregnant (1st Preg Check),3,22.07.14,30.1,183.7,953,342,0,0,0,429,842,892,953,342,0,0,0,0,2nd Pregn. Check,-,1,22.07.14,-,328,2726,-,Female,-,123,Apr,22.04.11,-
983,-,12,11,22.08.06,6,Female,0,22.07.27,Holstein,11858,1,125,-,20.05.27,2.2,26.5,807,12,Bred,1,-,46.8,272.5,1429,501,0,0,0,705,1365,1395,1429,501,0,0,0,0,Inseminate,-,0,-,-,386,13010,-,Male,-,125,Apr,22.04.09,-
984,-,110,111,22.07.21,22,Female,218,22.01.06,Holstein,-,0,-,-,20.05.27,2.2,26.5,807,110,Pregnant,5,22.03.30,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Conf. Step  Up,Yes,3,22.03.30,-,-,-,-,-,-,0,-,-,-
985,-,85,110,22.07.16,27,Female,254,21.12.01,Holstein,-,0,-,-,20.05.28,2.2,26.5,806,85,Pregnant,5,22.02.21,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Conf. Step  Up,Yes,2,22.02.21,-,-,-,-,-,-,0,-,-,-
986,-,12,11,22.08.06,6,Female,0,22.06.03,Holstein,740,1,121,-,20.05.28,2.2,26.5,806,12,Pregnant (1st Preg Check),3,22.07.14,39.2,226.7,1215,416,0,0,0,500,1168,1214,1215,416,0,0,0,0,2nd Pregn. Check,-,1,22.07.14,-,328,13022,-,Male,-,121,Apr,22.04.13,Easy
987,-,12,11,22.08.06,6,Female,0,22.06.29,Holstein,7761,1,130,-,20.05.29,2.2,26.4,805,12,Open,1,22.08.06,32.3,198,1004,364,0,24,0,727,1047,1005,1004,364,0,0,0,0,Inseminate,-,0,22.08.06,-,363,2708,-,Female,-,130,Apr,22.04.04,Easy
988,-,12,11,22.08.06,6,Female,0,22.07.11,Holstein,2549,1,130,-,20.05.29,2.2,26.4,805,12,Open,1,22.07.11,29.5,171,904,321,0,0,0,536,829,875,904,321,0,0,0,0,Inseminate,-,0,22.07.11,-,375,-,-,-,-,130,Apr,22.04.04,Hard
989,-,12,11,22.08.06,6,Female,0,-,Holstein,7860,1,127,-,20.05.30,2.2,26.4,804,12,Fresh,1,-,36.8,215.7,1160,398,0,0,0,640,1066,1121,1160,398,0,0,0,0,Inseminate,-,0,-,-,-,13007,-,Male,-,127,Apr,22.04.07,Hard
990,-,3,1,22.08.08,4,Female,0,22.06.23,Holstein,4337,1,115,-,20.05.30,2.2,26.4,804,3,Pregnant (1st Preg Check),3,22.07.30,27.2,170.3,840,305,0,0,0,225,870,929,840,305,0,0,0,0,2nd Pregn. Check,-,1,22.07.30,-,342,13041,-,Male,-,115,Apr,22.04.19,Easy
991,-,12,11,22.08.06,6,Female,0,22.07.06,Holstein,499,1,129,-,20.05.30,2.2,26.4,804,12,Bred,2,-,28.8,175.4,890,324,0,0,0,562,839,865,890,324,0,0,0,0,Pregn. Check,-,0,-,-,369,13001,-,Male,-,129,Apr,22.04.05,Easy
992,-,12,11,22.08.06,6,Female,0,22.07.06,Holstein,13921,1,125,-,20.05.30,2.2,26.4,804,12,Bred,2,-,41.6,245,1288,460,0,0,0,635,1244,1248,1288,460,0,0,0,0,Pregn. Check,-,0,-,-,365,2722,-,Female,-,125,Apr,22.04.09,Easy
993,-,10,2,22.07.21,22,Female,0,22.07.20,Holstein,8725,1,111,-,20.05.31,2.2,26.4,803,10,Bred,1,-,32,187.5,931,350,0,0,0,172,886,923,931,350,0,0,0,0,Inseminate,-,0,-,-,365,2765,-,Female,-,111,Apr,22.04.23,Easy
994,-,12,11,22.08.10,2,Female,0,-,Holstein,4355,1,111,-,20.05.31,2.2,26.4,803,12,Fresh,1,-,37.3,224.3,1266,422,0,0,0,135,962,1185,1266,422,0,0,0,0,Inseminate,-,0,-,-,-,13053,-,Male,-,111,Apr,22.04.23,Easy
995,-,12,11,22.08.06,6,Female,0,22.08.01,Holstein,253,1,121,-,20.06.01,2.2,26.3,802,12,Bred,1,-,32.1,194.5,1048,348,0,0,0,421,973,1009,1048,348,0,0,0,0,Inseminate,-,0,-,-,387,13023,-,Male,-,121,Apr,22.04.13,Easy
996,-,12,11,22.08.06,6,Female,0,22.08.10,Holstein,4433,1,118,-,20.06.01,2.2,26.3,802,12,Bred,1,-,42.8,254,1353,474,0,0,0,451,1305,1335,1353,474,0,0,0,0,Inseminate,-,0,-,-,393,2739,-,Female,-,118,Apr,22.04.16,-
997,-,10,2,22.07.21,22,Female,0,22.07.31,Holstein,3540,1,117,-,20.06.01,2.2,26.3,802,10,Bred,1,-,33.2,208.5,1087,378,0,0,0,203,724,958,1087,378,0,0,0,0,Inseminate,-,0,-,-,382,2741,-,Female,-,117,Apr,22.04.17,Easy
998,-,12,11,22.08.06,6,Female,0,22.07.13,Holstein,1780,1,120,-,20.06.01,2.2,26.3,802,12,Bred,1,-,37.8,223.1,1154,408,0,0,0,453,1160,1210,1154,408,0,0,0,0,Inseminate,-,0,-,-,367,13025,-,Male,-,120,Apr,22.04.14,Easy
999,-,10,20,22.07.13,30,Female,0,22.07.06,Holstein,7179,1,123,-,20.06.01,2.2,26.3,802,10,Bred,2,-,34,208.9,1046,382,0,0,0,590,1114,982,1046,382,0,0,0,0,Pregn. Check,-,0,-,-,363,2725,-,Female,-,123,Apr,22.04.11,-
1000,-,10,20,22.07.30,13,Female,0,-,Holstein,2296,1,33,-,20.06.01,2.2,26.3,802,10,Fresh,0,-,37.5,217.3,569,395,0,0,0,0,0,0,569,395,0,0,0,0,Report Heat,-,0,-,-,-,13257,-,Male,-,33,Jul,22.07.10,Easy
1001,-,199,190,22.08.02,10,Female,0,22.06.15,Holstein,-,0,-,Yes,20.06.01,2.2,26.3,802,199,"Cull, Not Pregnant",1,22.04.04,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.04.04,22.04.17,-,-,-,-,-,0,-,-,-
1002,-,110,111,22.07.21,22,Female,205,22.01.19,Holstein,-,0,-,-,20.06.01,2.2,26.3,802,110,Pregnant,5,22.04.11,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Conf. Step  Up,Yes,2,22.04.11,-,-,-,-,-,-,0,-,-,-
1003,-,12,11,22.08.10,2,Female,0,22.07.27,Holstein,12810,1,106,-,20.06.04,2.2,26.3,799,12,Bred,1,-,35.2,194.9,1028,368,0,0,0,44,889,973,1028,368,0,0,0,0,Inseminate,-,0,-,-,367,13067,-,Male,-,106,Apr,22.04.28,-
1007,-,11,10,22.08.10,2,Female,0,-,Holstein,3860,1,55,-,20.06.07,2.2,26.2,796,11,Fresh,1,-,36.9,213.9,987,389,0,0,0,0,0,259,987,389,0,0,0,0,Inseminate,-,0,-,-,-,13201,-,Male,-,55,Jun,22.06.18,Easy
1008,-,12,11,22.08.10,2,Female,0,22.07.27,Holstein,6722,1,104,-,20.06.07,2.2,26.2,796,12,Bred,1,-,32,198,1083,368,0,0,0,11,816,1000,1083,368,0,0,0,0,Inseminate,-,0,-,-,365,13071,-,Male,-,104,Apr,22.04.30,-
1009,-,11,10,22.07.13,30,Female,0,22.08.10,Holstein,711,1,86,-,20.06.10,2.2,26.1,793,11,Bred,1,-,33.7,195.6,1071,363,0,0,0,0,337,1019,1071,363,0,0,0,0,Inseminate,-,0,-,-,361,2812,-,Female,-,86,May,22.05.18,-
1010,-,12,11,22.08.06,6,Female,0,22.07.20,Holstein,5184,1,123,-,20.06.10,2.2,26.1,793,12,Bred,1,22.07.14,35.8,206.3,1126,380,0,0,0,570,1071,1142,1126,380,0,0,0,0,Inseminate,-,0,22.07.14,-,377,2729,-,Female,-,123,Apr,22.04.11,-
1011,-,12,11,22.08.10,2,Female,0,22.07.06,Holstein,4216,1,102,-,20.06.11,2.2,26,792,12,Bred,2,-,32.7,195.3,1045,358,0,0,0,0,779,1002,1045,358,0,0,0,0,Pregn. Check,-,0,-,-,342,2788,-,Female,-,102,May,22.05.02,-
1013,-,11,10,22.08.06,6,Female,0,-,Holstein,13528,1,76,-,20.06.12,2.2,26,791,11,Fresh,1,-,29.6,186.5,908,343,0,0,0,0,19,680,908,343,0,0,0,0,Inseminate,-,0,-,-,-,13136,-,Male,-,76,May,22.05.28,Hard
1014,-,12,11,22.08.10,2,Female,0,22.07.13,Holstein,10178,1,115,-,20.06.12,2.2,26,791,12,Bred,1,-,37.9,214.6,1146,394,0,0,0,269,1068,1149,1146,394,0,0,0,0,Inseminate,-,0,-,-,362,13036,-,Male,-,115,Apr,22.04.19,-
1015,-,11,10,22.07.13,30,Female,0,22.08.03,Holstein,6852,1,90,-,20.06.12,2.2,26,791,11,Bred,1,21.11.08,40.4,226.2,1187,416,0,0,0,0,477,1126,1187,416,0,0,0,0,Inseminate,-,0,21.11.08,-,358,2805,-,Female,-,90,May,22.05.14,-
1017,-,12,11,22.08.10,2,Female,0,22.07.13,Holstein,12636,1,115,-,20.06.13,2.2,26,790,12,Bred,1,-,36.1,213.3,1087,390,0,0,0,266,1045,1149,1087,390,0,0,0,0,Inseminate,-,0,-,-,362,2753,-,Female,-,115,Apr,22.04.19,-
1018,-,12,11,22.08.10,2,Female,0,22.07.27,Holstein,4476,1,101,-,20.06.13,2.2,26,790,12,Bred,1,-,33.8,203,1081,378,0,0,0,0,788,1037,1081,378,0,0,0,0,Inseminate,-,0,-,-,362,2789,-,Female,-,101,May,22.05.03,Easy
1019,-,11,10,22.07.13,30,Female,0,22.07.23,Holstein,8437,1,88,-,20.06.13,2.2,26,790,11,Bred,1,-,29.3,174,858,320,0,0,0,0,309,852,858,320,0,0,0,0,Inseminate,-,0,-,-,345,2809,-,Female,-,88,May,22.05.16,Easy
1022,-,11,10,22.08.06,6,Female,0,-,Holstein,2081,1,69,-,20.06.15,2.2,25.9,788,11,Fresh,1,-,24.9,142,699,260,0,0,0,0,0,632,699,260,0,0,0,0,Inseminate,-,0,-,-,-,13183,-,Male,-,69,Jun,22.06.04,-
1023,-,12,11,22.08.10,2,Female,0,22.06.29,Holstein,4606,1,115,-,20.06.15,2.2,25.9,788,12,Pregnant (1st Preg Check),3,22.08.06,34.3,203.4,1037,371,0,0,0,143,823,972,1037,371,0,0,0,0,2nd Pregn. Check,-,1,22.08.06,-,348,13038,-,Male,-,115,Apr,22.04.19,Easy
1024,-,12,11,22.08.06,6,Female,0,22.07.13,Holstein,12406,1,122,-,20.06.15,2.2,25.9,788,12,Bred,1,-,35.8,201.5,1069,371,0,0,0,509,1063,1057,1069,371,0,0,0,0,Inseminate,-,0,-,-,369,13016,-,Male,-,122,Apr,22.04.12,-
1025,-,12,11,22.08.06,6,Female,0,22.06.09,Holstein,1744,1,121,-,20.06.16,2.2,25.9,787,12,Pregnant (1st Preg Check),3,22.07.14,18.4,130.9,1069,281,0,0,0,465,1002,1059,1069,281,0,0,0,0,2nd Pregn. Check,-,1,22.07.14,-,334,2734,-,Female,-,121,Apr,22.04.13,-
1026,-,11,10,22.08.10,2,Female,0,-,Holstein,777,1,60,-,20.06.16,2.2,25.9,787,11,Fresh,1,-,33.1,223.6,1212,416,0,0,0,0,0,509,1212,416,0,0,0,0,Inseminate,-,0,-,-,-,13175,-,Male,-,60,Jun,22.06.13,Easy
1028,-,199,190,22.06.04,69,Female,0,-,Holstein,-,1,106,Yes,20.06.16,2.2,25.9,787,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,-,13069,-,Male,-,106,Apr,22.04.28,Easy
1029,-,11,10,22.08.06,6,Female,0,22.08.07,Holstein,2380,1,73,-,20.06.17,2.2,25.8,786,11,Bred,1,-,37.7,215.3,1121,386,0,0,0,0,6,911,1121,386,0,0,0,0,Inseminate,-,0,-,-,345,2835,-,Female,-,73,May,22.05.31,-
1030,-,12,11,22.08.10,2,Female,0,22.07.20,Holstein,1108,1,111,-,20.06.18,2.1,25.8,785,12,Bred,1,-,33.8,201.9,1143,384,0,0,0,212,1042,1123,1143,384,0,0,0,0,Inseminate,-,0,-,-,365,2761,-,Female,-,111,Apr,22.04.23,Easy
1031,-,11,10,22.07.13,30,Female,0,22.08.03,Holstein,6678,1,90,-,20.06.18,2.1,25.8,785,11,Bred,1,-,34.5,208.6,1126,381,0,0,0,0,536,1094,1126,381,0,0,0,0,Inseminate,-,0,-,-,358,2803,-,Female,-,90,May,22.05.14,-
1033,-,12,11,22.08.10,2,Female,0,22.07.20,Holstein,232,1,108,-,20.06.19,2.1,25.8,784,12,Bred,1,-,28.4,181.3,1067,339,0,0,0,122,975,1097,1067,339,0,0,0,0,Inseminate,-,0,-,-,362,2773,-,Female,-,108,Apr,22.04.26,-
1034,-,11,10,22.07.13,30,Female,0,22.08.03,Holstein,6164,1,95,-,20.06.20,2.1,25.7,783,11,Bred,1,-,30.5,170.2,884,313,0,0,0,0,453,820,884,313,0,0,0,0,Inseminate,-,0,-,-,363,2798,-,Female,-,95,May,22.05.09,Easy
1035,-,11,10,22.08.06,6,Female,0,22.07.25,Holstein,2898,1,78,-,20.06.20,2.1,25.7,783,11,Bred,1,-,38.8,232.3,1192,423,0,0,0,0,121,1001,1192,423,0,0,0,0,Inseminate,-,0,-,-,337,2830,-,Female,-,78,May,22.05.26,-
1036,-,22,1,22.08.10,2,Female,0,-,Holstein,1029,1,26,-,20.06.20,2.1,25.7,783,22,Fresh,0,-,42.3,236.6,365,407,0,0,0,0,0,0,365,407,0,0,0,0,Report Heat,-,0,-,-,-,2952,-,Female,-,26,Jul,22.07.17,-
1038,-,12,11,22.08.10,2,Female,0,22.07.20,Holstein,7164,1,111,-,20.06.21,2.1,25.7,782,12,Bred,1,-,39.9,232.4,1321,441,0,0,0,216,1199,1270,1321,441,0,0,0,0,Inseminate,-,0,-,-,365,13055,-,Male,-,111,Apr,22.04.23,Easy
1039,-,110,111,22.07.21,22,Female,0,22.05.30,Holstein,-,0,-,-,20.06.21,2.1,25.7,782,110,Pregnant (1st Preg Check),3,22.07.07,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2nd Pregn. Check,-,1,22.07.07,22.03.30,-,-,-,-,-,0,-,-,-
1040,-,11,10,22.08.06,6,Female,0,-,Holstein,12162,1,65,-,20.06.21,2.1,25.7,782,11,Fresh,1,-,41.4,242,1255,444,0,0,0,0,0,675,1255,444,0,0,0,0,Inseminate,-,0,-,-,-,13159,-,Male,-,65,Jun,22.06.08,Easy
1041,-,12,11,22.08.10,2,Female,0,22.07.27,Holstein,2812,1,100,-,20.06.22,2.1,25.7,781,12,Bred,1,-,32.7,208.3,1174,397,0,0,0,0,764,1153,1174,397,0,0,0,0,Inseminate,-,0,-,-,361,2794,-,Female,-,100,May,22.05.04,Easy
1042,-,12,11,22.08.10,2,Female,0,22.07.27,Holstein,954,1,101,-,20.06.22,2.1,25.7,781,12,Bred,1,-,38.1,224.8,1179,418,0,0,0,0,928,1101,1179,418,0,0,0,0,Inseminate,-,0,-,-,362,13084,-,Male,-,101,May,22.05.03,Easy
1044,-,12,11,22.08.10,2,Female,0,22.07.27,Holstein,14038,1,106,-,20.06.24,2.1,25.6,779,12,Bred,1,-,34.6,207.6,1083,386,0,0,0,34,974,1129,1083,386,0,0,0,0,Inseminate,-,0,-,-,367,2783,-,Female,-,106,Apr,22.04.28,Easy
1045,-,12,11,22.08.10,2,Female,0,22.07.19,Holstein,6345,1,106,-,20.06.25,2.1,25.6,778,12,Bred,1,22.07.14,35.3,221.5,1157,410,0,0,0,56,1020,1140,1157,410,0,0,0,0,Inseminate,-,0,22.07.14,-,359,10364,-,Male,-,106,Apr,22.04.28,-
1046,-,12,11,22.08.10,2,Female,0,22.08.04,Holstein,6675,1,106,-,20.06.25,2.1,25.6,778,12,Bred,1,22.08.04,38.4,220.6,1190,398,0,0,0,71,946,1149,1190,398,0,0,0,0,Inseminate,-,0,22.08.04,-,375,13066,-,Male,-,106,Apr,22.04.28,-
1047,-,12,11,22.08.10,2,Female,0,22.07.20,Holstein,4455,1,111,-,20.06.25,2.1,25.6,778,12,Bred,1,-,33.3,192.7,1054,356,0,0,0,176,881,1031,1054,356,0,0,0,0,Inseminate,-,0,-,-,365,13054,-,Male,-,111,Apr,22.04.23,Easy
1048,-,11,10,22.08.06,6,Female,0,-,Holstein,4475,1,76,-,20.06.25,2.1,25.6,778,11,Fresh,1,-,42.3,233,1211,425,0,0,0,0,50,1057,1211,425,0,0,0,0,Inseminate,-,0,-,-,-,13138,-,Male,-,76,May,22.05.28,Easy
1049,-,12,11,22.08.10,2,Female,0,22.07.19,Holstein,3613,1,107,-,20.06.26,2.1,25.5,777,12,Bred,1,-,33.2,203.4,1111,378,0,0,0,92,1142,1097,1111,378,0,0,0,0,Inseminate,-,0,-,-,360,13063,-,Male,-,107,Apr,22.04.27,-
1050,-,199,190,22.06.04,69,Female,0,-,Holstein,-,1,81,Yes,20.06.26,2.1,25.5,777,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,-,2827,-,Female,-,81,May,22.05.23,Easy
1052,-,11,10,22.08.10,2,Female,0,-,Holstein,5623,1,58,-,20.06.28,2.1,25.5,775,11,Fresh,1,-,32.3,199.2,1011,366,0,0,0,0,0,372,1011,366,0,0,0,0,Inseminate,-,0,-,-,-,13179,-,Male,-,58,Jun,22.06.15,Easy
1053,-,12,11,22.08.10,2,Female,0,22.07.20,Holstein,3938,1,113,-,20.06.29,2.1,25.4,774,12,Bred,1,-,38.5,229.1,1197,413,0,0,0,252,1088,1157,1197,413,0,0,0,0,Inseminate,-,0,-,-,367,13048,-,Male,-,113,Apr,22.04.21,Easy
1054,-,11,10,22.08.06,6,Female,0,-,Holstein,1795,1,78,-,20.07.01,2.1,25.4,772,11,Fresh,1,-,40.6,237.1,1306,427,0,0,0,0,137,1072,1306,427,0,0,0,0,Inseminate,-,0,-,-,-,2829,-,Female,-,78,May,22.05.26,-
1055,-,12,11,22.08.10,2,Female,0,22.07.19,Holstein,7364,1,113,-,20.07.01,2.1,25.4,772,12,Open,1,-,35.5,222.6,1127,412,0,0,0,216,1053,1089,1127,412,0,0,0,0,Inseminate,-,0,-,-,366,2758,-,Female,-,113,Apr,22.04.21,Easy
1057,-,12,11,22.08.10,2,Female,0,22.07.20,Holstein,12197,1,111,-,20.07.02,2.1,25.3,771,12,Bred,1,-,38.2,219.2,1152,405,0,0,0,106,908,1150,1152,405,0,0,0,0,Inseminate,-,0,-,-,365,2767,-,Female,-,111,Apr,22.04.23,Easy
1058,-,12,11,22.08.10,2,Female,0,22.07.13,Holstein,3686,1,97,-,20.07.02,2.1,25.3,771,12,Bred,1,-,34.7,205,1090,383,0,0,0,0,687,1102,1090,383,0,0,0,0,Inseminate,-,0,-,-,344,2795,-,Female,-,97,May,22.05.07,Easy
1059,-,12,11,22.08.10,2,Female,0,22.08.01,Holstein,7017,1,104,-,20.07.04,2.1,25.3,769,12,Bred,1,-,31.1,185,958,340,0,0,0,3,921,989,958,340,0,0,0,0,Inseminate,-,0,-,-,370,2786,-,Female,-,104,Apr,22.04.30,-
1061,-,12,11,22.08.10,2,Female,0,22.07.20,Holstein,12975,1,107,-,20.07.04,2.1,25.3,769,12,Bred,1,-,33.9,197.4,1009,361,0,0,0,80,1047,1108,1009,361,0,0,0,0,Inseminate,-,0,-,-,361,2775,-,Female,-,107,Apr,22.04.27,-
1062,-,11,10,22.08.10,2,Female,0,-,Holstein,5100,1,52,-,20.07.05,2.1,25.2,768,11,Fresh,1,-,34.8,213.4,1022,401,0,0,0,0,0,215,1022,401,0,0,0,0,Inseminate,-,0,-,-,-,2886,-,Female,-,52,Jun,22.06.21,Easy
1063,-,11,10,22.08.06,6,Female,0,-,Holstein,3087,1,76,-,20.07.06,2.1,25.2,767,11,Fresh,1,-,40.6,232.7,1232,429,0,0,0,0,58,1031,1232,429,0,0,0,0,Inseminate,-,0,-,-,-,13135,-,Male,-,76,May,22.05.28,Easy
1066,-,11,10,22.08.06,6,Female,0,22.07.27,Holstein,4026,1,81,-,20.07.06,2.1,25.2,767,11,Bred,1,-,35.9,216.6,1106,386,0,0,0,0,184,916,1106,386,0,0,0,0,Inseminate,-,0,-,-,342,2825,-,Female,-,81,May,22.05.23,-
1067,-,10,20,22.07.13,30,Female,0,-,Holstein,137,1,45,-,20.07.09,2.1,25.1,764,10,Fresh,1,-,42.1,250.6,1185,446,0,0,0,0,0,54,1185,446,0,0,0,0,Inseminate,-,0,-,-,-,2904,-,Female,-,45,Jun,22.06.28,Easy
