Cow No.,Cow Name,Group No.,Previous Group No.,Group Change Date,Days Since Group Change,Sex,Days In Pregnancy,Insem Date,Breed,Transp. No.,No. of Lact.,Days In Milk,Cull flagged,Birth Date,Age Years,Age Months,Age Days,Group No.,Breeding Status,Breeding State (Code),Preg Check Date,Tot. Milk Yest.,Yield This Week ,Milk Last Month,Milk This Month,Monthly Milk Jan,Monthly Milk Feb,Monthly Milk Mar,Monthly Milk April,Monthly Milk May,Monthly Milk June,Monthly Milk July,Monthly Milk Aug,Monthly Milk Sept,Monthly Milk Oct,Monthly Milk Nov,Monthly Milk Dec,Breeding State,Pregnant,Preg. Check Count,Preg Check Date,Abortion Date,Calving Interval,Number Calf 1,Number Calf 2,Sex Calf 1,Sex Calf 2,Days Since Calving,Last Calving Month,Calved Date,Delivery
8854,-,3,2,22.07.31,12,Female,0,22.07.01,Holstein,6607,3,150,-,17.11.28,4.7,56.4,1718,3,Open,1,22.08.06,43.9,258.2,1465,456,0,0,661,1572,1706,1551,1465,456,981,904,733,344,Inseminate,-,0,22.08.06,-,385,12929,-,Male,-,150,Mar,22.03.15,-
8855,-,2,22,22.07.31,12,Female,0,22.07.09,Holstein,149,3,107,-,17.11.29,4.7,56.4,1717,2,Bred,2,-,37.8,228.3,1270,420,735,210,0,138,944,1214,1270,420,1147,1122,918,816,Pregn. Check,-,0,-,-,350,13061,-,Male,-,107,Apr,22.04.27,-
8857,-,4,3,22.07.31,12,Female,0,22.07.20,Holstein,3804,3,265,-,17.11.30,4.7,56.4,1716,4,Bred,1,22.07.14,29.5,186.2,1127,346,1627,1347,1359,1324,1316,1217,1127,346,525,0,383,1617,Inseminate,-,0,22.07.14,-,519,2366,-,Female,-,265,Nov,21.11.20,-
8858,-,80,75,22.08.10,2,Female,255,21.11.30,Holstein,3391,3,274,-,17.11.30,4.7,56.4,1716,80,"Pregnant, Dry",5,22.02.21,-,-,19,0,1360,1147,1237,1229,1100,800,19,0,1,1275,1467,1438,Conf. Step  Up,Yes,2,22.02.21,-,337,12448,-,Male,-,315,Oct,21.10.01,Hard
8859,-,4,3,22.07.31,12,Female,169,22.02.24,Holstein,6839,3,282,-,17.12.01,4.7,56.3,1715,4,Pregnant,4,22.05.16,22.4,146.8,913,284,1463,1155,1247,1204,1138,1031,913,284,3,0,1077,1466,Conf. Dry Off,Yes,2,22.05.16,-,390,12577,-,Male,-,282,Nov,21.11.03,-
8860,-,5,4,22.07.31,12,Female,0,22.08.03,Holstein,7517,3,298,-,17.12.01,4.7,56.3,1715,5,Bred,1,22.07.11,22.4,179.8,1071,327,1373,1167,1353,1308,1209,1111,1071,327,0,411,1363,1475,Inseminate,-,0,22.07.11,-,566,2297,-,Female,-,298,Oct,21.10.18,Easy
8861,-,3,2,22.07.31,12,Female,0,22.07.04,Holstein,6723,3,159,-,17.12.01,4.7,56.3,1715,3,Bred,2,22.07.04,45.3,268.5,1481,511,0,0,894,1428,1641,1535,1481,511,1370,746,910,795,Pregn. Check,-,0,22.07.04,-,397,2645,-,Female,-,159,Mar,22.03.06,-
8863,-,4,3,22.07.31,12,Female,0,22.07.31,Holstein,11454,2,239,-,17.12.02,4.7,56.3,1714,4,Bred,1,22.06.27,20.5,165.7,1018,320,1499,1077,1036,1096,1160,1024,1018,320,711,442,0,508,Inseminate,-,0,22.06.27,-,504,2422,-,Female,-,239,Dec,21.12.16,Easy
8864,-,75,50,22.07.23,20,Female,239,21.12.16,Holstein,6064,3,347,-,17.12.02,4.7,56.3,1714,75,"Pregnant, Dry",5,22.03.07,-,-,530,0,1337,1196,1219,1129,1179,979,530,0,1626,1652,1628,1569,Conf. Step  Up,Yes,2,22.03.07,-,405,12198,-,Male,-,367,Aug,21.08.10,-
8866,-,199,190,22.03.01,164,Female,0,21.10.23,Holstein,-,2,733,Yes,17.12.03,4.7,56.3,1713,199,"Cull, Not Pregnant",1,21.09.22,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.09.22,-,717,11218,-,Male,-,733,Aug,20.08.09,Easy
8868,-,3,2,22.07.31,12,Female,0,22.06.21,Holstein,4963,3,188,-,17.12.07,4.7,56.1,1709,3,Open,1,22.06.18,36.6,216.6,1377,418,0,1189,1842,1693,1586,1445,1377,418,733,701,575,20,Inseminate,-,0,22.06.18,-,413,2580,-,Female,-,188,Feb,22.02.05,Easy
8869,-,5,4,22.07.31,12,Female,0,22.07.28,Holstein,4285,3,294,-,17.12.08,4.7,56.1,1708,5,Bred,1,-,35.3,194.3,1084,358,1681,1475,1537,1455,1356,1141,1084,358,0,340,1454,1674,Inseminate,-,0,-,-,556,12525,-,Male,-,294,Oct,21.10.22,-
8870,-,80,75,22.07.23,20,Female,270,21.11.15,Holstein,2071,2,286,-,17.12.08,4.7,56.1,1708,80,"Pregnant, Dry",5,22.02.07,-,-,0,0,1662,1507,1594,826,1149,726,0,0,1019,1690,1626,1740,Conf. Step  Up,Yes,2,22.02.07,-,345,12360,-,Male,-,338,Sep,21.09.08,-
8871,-,75,50,22.07.16,27,Female,245,21.12.10,Holstein,4344,2,317,-,17.12.08,4.7,56.1,1708,75,"Pregnant, Dry",5,22.02.28,-,-,327,0,1268,1065,1143,1109,1088,871,327,0,867,1283,1324,1351,Conf. Step  Up,Yes,2,22.02.28,-,376,2137,-,Female,-,344,Sep,21.09.02,Hard
8872,-,4,3,22.07.31,12,Female,100,22.05.04,Holstein,4095,2,286,-,17.12.08,4.7,56.1,1708,4,Pregnant,4,22.08.01,31.9,188,1149,359,1459,1310,1407,1337,1269,1188,1149,359,64,42,1338,1547,Conf. Dry Off,Yes,2,22.08.01,-,463,12557,-,Male,-,286,Oct,21.10.30,-
8873,-,4,3,22.07.31,12,Female,0,22.07.15,Holstein,82,2,251,-,17.12.09,4.7,56.1,1707,4,Bred,1,22.04.21,28,181.9,1174,355,1774,1551,1649,1592,1269,1173,1174,355,405,0,0,1256,Inseminate,-,0,22.04.21,-,500,2398,-,Female,-,251,Dec,21.12.04,-
8874,-,6,5,22.07.31,12,Female,0,22.07.13,Holstein,3837,3,313,-,17.12.09,4.7,56.1,1707,6,Bred,1,22.05.07,20.1,166.4,1009,322,1562,1433,1592,1508,1251,1237,1009,322,0,1240,1614,1724,Inseminate,-,0,22.05.07,-,560,2240,-,Female,-,313,Oct,21.10.03,Easy
8875,-,199,190,22.03.31,134,Female,0,21.12.10,Holstein,-,2,611,Yes,17.12.09,4.7,56.1,1707,199,"Cull, Not Pregnant",1,22.01.15,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.01.15,-,643,1506,-,Female,-,611,Dec,20.12.09,-
8877,-,4,3,22.07.31,12,Female,155,22.03.10,Holstein,1967,3,224,-,17.12.10,4.7,56,1706,4,Pregnant,4,22.05.30,36.9,273.8,1619,524,1697,1590,1949,1787,1831,1722,1619,524,1363,1031,0,7,Conf. Dry Off,Yes,2,22.05.30,-,346,2464,-,Female,-,224,Dec,21.12.31,-
8878,-,199,190,22.08.02,10,Female,0,22.07.13,Holstein,-,3,179,Yes,17.12.10,4.7,56,1706,199,"Cull, Not Pregnant",1,22.05.11,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.05.11,-,426,2604,-,Female,-,179,Feb,22.02.14,-
8879,-,3,2,22.07.31,12,Female,124,22.04.10,Holstein,6170,3,188,-,17.12.10,4.7,56,1706,3,Pregnant,4,22.07.02,34.4,208.3,1136,386,0,744,1313,1257,1183,1136,1136,386,932,879,617,0,Conf. Dry Off,Yes,2,22.07.02,-,341,12829,-,Male,-,188,Feb,22.02.05,Easy
8881,-,199,190,22.03.31,134,Female,0,22.01.06,Holstein,-,2,675,Yes,17.12.11,4.7,56,1705,199,"Cull, Not Pregnant",1,21.04.03,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.04.03,-,734,11486,-,Male,-,675,Oct,20.10.06,Easy
8882,-,4,3,22.07.31,12,Female,0,22.07.21,Holstein,6969,3,256,-,17.12.12,4.7,56,1704,4,Bred,1,22.06.18,32.4,202.7,1173,386,1450,1274,1364,1315,1234,1202,1173,386,665,30,4,1212,Inseminate,-,0,22.06.18,-,511,2388,-,Female,-,256,Nov,21.11.29,Hard
8883,-,2,22,22.07.31,12,Female,0,22.06.26,Holstein,126,3,99,-,17.12.13,4.7,56,1703,2,Pregnant (1st Preg Check),3,22.08.06,39.6,225.6,1246,422,572,238,0,0,904,1284,1246,422,1047,976,859,708,2nd Pregn. Check,-,1,22.08.06,-,329,13092,-,Male,-,99,May,22.05.05,Easy
8884,-,7,6,22.07.13,30,Female,196,22.01.28,Holstein,5725,2,407,-,17.12.13,4.7,56,1703,7,Pregnant,4,22.04.18,18.8,110.6,628,215,1011,950,998,969,946,805,628,215,1289,1190,1126,1047,Conf. Dry Off,Yes,2,22.04.18,-,488,1894,-,Female,-,407,Jul,21.07.01,-
8887,-,4,3,22.07.31,12,Female,0,22.05.18,Holstein,5294,3,234,-,17.12.14,4.7,55.9,1702,4,Open,1,22.07.04,33.3,202.4,1199,383,1604,1367,1508,1403,1369,1169,1199,383,783,487,0,364,Inseminate,-,0,22.07.04,-,425,2434,-,Female,-,234,Dec,21.12.21,Hard
8888,-,2,22,22.07.31,12,Female,0,22.07.20,Holstein,116,3,109,-,17.12.16,4.7,55.9,1700,2,Bred,1,-,44.4,264.4,1429,485,136,0,0,173,1301,1409,1429,485,725,613,516,495,Inseminate,-,0,-,-,363,2770,-,Female,-,109,Apr,22.04.25,-
8889,-,3,2,22.07.31,12,Female,0,22.07.09,Holstein,7541,3,143,-,17.12.16,4.7,55.9,1700,3,Bred,2,22.07.09,52.6,302.5,1745,549,0,0,256,1544,1898,1760,1745,549,0,0,0,0,Pregn. Check,-,0,22.07.09,-,386,2682,-,Female,-,143,Mar,22.03.22,Easy
8892,-,7,6,22.07.13,30,Female,207,22.01.17,Holstein,263,3,295,-,17.12.18,4.6,55.8,1698,7,Pregnant,4,22.04.11,12.7,74.5,580,155,1365,1155,1180,1108,987,764,580,155,0,374,1346,1403,Conf. Dry Off,Yes,2,22.04.11,-,365,12520,-,Male,-,295,Oct,21.10.21,-
8893,-,4,3,22.07.31,12,Female,0,22.07.14,Holstein,3455,2,288,-,17.12.18,4.6,55.8,1698,4,Bred,1,22.03.03,34.5,209.4,1109,377,1387,844,1211,1235,1318,1213,1109,377,12,93,1193,1464,Inseminate,-,0,22.03.03,-,536,12555,-,Male,-,288,Oct,21.10.28,-
8894,-,7,6,22.07.21,22,Female,106,22.04.28,Holstein,7764,2,463,-,17.12.18,4.6,55.8,1698,7,Pregnant,4,22.08.01,15,86,576,175,1251,802,971,849,784,680,576,175,1497,1421,1364,1248,Conf. Dry Off,Yes,2,22.08.01,-,634,1798,-,Female,-,463,May,21.05.06,-
8896,-,4,3,22.07.31,12,Female,0,22.07.24,Holstein,6013,3,226,-,17.12.18,4.6,55.8,1698,4,Bred,1,22.07.24,31.4,184.1,1068,346,1244,1320,1435,1374,1394,1222,1068,346,628,292,0,31,Inseminate,-,0,22.07.24,-,484,12739,12740,Male,Male,226,Dec,21.12.29,Easy
8897,-,5,4,22.07.31,12,Female,168,22.02.25,Holstein,1330,3,315,-,17.12.19,4.6,55.8,1697,5,Pregnant,4,22.05.16,27.3,166.1,1086,321,1223,1214,1341,1300,1277,1053,1086,321,0,1390,1735,1673,Conf. Dry Off,Yes,2,22.05.16,-,424,2234,-,Female,-,315,Oct,21.10.01,Easy
8906,-,3,1,22.08.08,4,Female,0,22.07.15,Holstein,4838,3,164,-,17.12.23,4.6,55.6,1693,3,Bred,1,22.07.04,39.8,227.2,1368,422,0,0,1358,1629,1624,1490,1368,422,1029,891,842,485,Inseminate,-,0,22.07.04,-,413,12902,-,Male,-,164,Mar,22.03.01,Normal
8907,-,2,22,22.07.31,12,Female,0,-,Holstein,4980,3,50,-,17.12.24,4.6,55.6,1692,2,Fresh,1,-,48.9,290.8,1596,540,1144,883,984,583,0,243,1596,540,1262,1290,1227,1187,Inseminate,-,0,-,-,-,2894,-,Female,-,50,Jun,22.06.23,Easy
8908,-,4,3,22.07.31,12,Female,100,22.05.04,Holstein,2336,2,318,-,17.12.25,4.6,55.6,1691,4,Pregnant,4,22.08.01,37.2,238.8,1354,451,1413,1238,1260,1171,1385,1363,1354,451,49,1352,1548,1565,Conf. Dry Off,Yes,2,22.08.01,-,495,2226,-,Female,-,318,Sep,21.09.28,-
8909,-,3,2,22.07.31,12,Female,0,22.07.06,Holstein,1936,3,123,-,17.12.25,4.6,55.6,1691,3,Bred,2,-,44.6,263.9,1592,501,842,150,0,871,1704,1638,1592,501,1142,1093,994,856,Pregn. Check,-,0,-,-,363,13014,-,Male,-,123,Apr,22.04.11,-
8910,-,50,7,22.08.11,1,Female,215,22.01.09,Holstein,1732,2,490,-,17.12.26,4.6,55.5,1690,50,Pregnant,4,22.04.04,14,76.1,462,148,343,694,583,474,429,399,462,148,0,0,0,0,Conf. Dry Off,Yes,2,22.04.04,-,552,1738,-,Female,-,490,Apr,21.04.09,-
8911,-,199,190,22.08.02,10,Female,0,21.12.06,Holstein,-,2,605,Yes,17.12.26,4.6,55.5,1690,199,"Cull, Not Pregnant",1,22.02.28,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.02.28,22.04.16,633,11707,-,Male,-,605,Dec,20.12.15,Hard
8912,-,50,7,22.08.11,1,Female,183,22.02.10,Holstein,178,2,468,-,17.12.28,4.6,55.5,1688,50,Pregnant,4,22.05.02,9.7,55.7,524,109,793,776,882,851,794,709,524,109,1267,1262,1120,1027,Conf. Dry Off,Yes,2,22.05.02,-,562,1786,-,Female,-,468,May,21.05.01,Easy
8914,-,6,5,22.07.31,12,Female,0,22.08.02,Holstein,7402,2,366,-,17.12.28,4.6,55.5,1688,6,Bred,1,22.07.14,25.7,172.2,1001,317,1353,1207,1224,1158,1168,1099,1001,317,1590,1510,1426,1402,Inseminate,-,0,22.07.14,-,633,12208,-,Male,-,366,Aug,21.08.11,-
8915,-,4,3,22.07.31,12,Female,0,22.07.06,Holstein,4781,3,200,-,17.12.29,4.6,55.4,1687,4,Bred,2,22.06.20,32.5,206,1240,363,225,1228,1402,1371,1362,1252,1240,363,892,824,533,0,Pregn. Check,-,0,22.06.20,-,440,12792,-,Male,-,200,Jan,22.01.24,-
8916,-,7,6,22.07.20,23,Female,186,22.02.07,Holstein,3633,2,548,-,18.01.01,4.6,55.3,1684,7,Pregnant,4,22.05.02,19.3,107.4,664,208,863,688,632,700,769,707,664,208,1002,993,1002,892,Conf. Dry Off,Yes,2,22.05.02,21.10.28,639,1637,-,Female,-,548,Feb,21.02.10,-
8918,-,4,3,22.07.31,12,Female,0,22.06.18,Holstein,4431,2,285,-,18.01.02,4.6,55.3,1683,4,Open,1,22.06.18,39.7,214.7,1337,421,1541,1358,1519,1506,1536,1382,1337,421,0,7,1443,1686,Inseminate,-,0,22.06.18,-,507,12567,-,Male,-,285,Oct,21.10.31,-
8922,-,5,1,22.08.08,4,Female,183,22.02.10,Holstein,5635,2,525,-,18.01.05,4.6,55.2,1680,5,Pregnant,4,22.05.02,25.7,150.6,864,276,1068,914,999,856,950,888,864,276,1228,1253,1198,1164,Conf. Dry Off,Yes,2,22.05.02,-,619,11889,-,Male,-,525,Mar,21.03.05,Easy
8928,-,3,2,22.07.31,12,Female,0,22.08.09,Holstein,7978,3,197,-,18.01.07,4.6,55.1,1678,3,Bred,1,-,37,200.7,1280,390,106,1013,1329,1395,1371,1318,1280,390,1136,1063,471,0,Inseminate,-,0,-,-,471,2546,-,Female,-,197,Jan,22.01.27,-
8930,-,199,190,22.05.01,103,Female,0,22.01.01,Holstein,-,1,941,Yes,18.01.08,4.6,55.1,1677,199,"Cull, Not Pregnant",1,21.12.27,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.12.27,-,995,730,-,Female,-,941,Jan,20.01.14,Easy
8933,-,4,3,22.07.31,12,Female,0,22.07.13,Holstein,5658,2,330,-,18.01.10,4.6,55,1675,4,Bred,1,22.06.18,39.4,239.4,1387,451,1701,1336,1497,1435,1479,1360,1387,451,686,1745,1726,1719,Inseminate,-,0,22.06.18,-,577,12391,-,Male,-,330,Sep,21.09.16,Easy
8934,-,2,22,22.07.31,12,Female,0,-,Holstein,12820,3,62,-,18.01.11,4.6,55,1674,2,Fresh,1,-,50.1,311.8,1622,569,925,719,573,0,0,729,1622,569,1291,1261,1152,912,Inseminate,-,0,-,-,-,13168,-,Male,-,62,Jun,22.06.11,Hard
8935,-,4,3,22.07.31,12,Female,121,22.04.13,Holstein,7379,3,223,-,18.01.11,4.6,55,1674,4,Pregnant,4,22.07.02,41.6,251.8,1400,469,1269,1444,1585,1479,1505,1393,1400,469,998,822,66,0,Conf. Dry Off,Yes,2,22.07.02,-,379,12747,-,Male,-,223,Jan,22.01.01,-
8936,-,4,3,22.07.31,12,Female,0,22.07.16,Holstein,424,2,277,-,18.01.11,4.6,55,1674,4,Open,1,-,33.8,209.2,1253,407,1658,1369,1476,1432,1398,1248,1253,407,197,0,963,1702,Inseminate,-,0,-,-,527,2344,-,Female,-,277,Nov,21.11.08,Easy
8937,-,75,25,22.05.15,89,Female,153,22.03.12,Holstein,5540,2,491,-,18.01.12,4.6,55,1673,75,"Pregnant, Dry",5,22.05.10,-,-,0,0,792,630,565,412,111,0,0,0,1023,956,884,759,Conf. Step  Up,Yes,2,22.05.10,-,709,11762,-,Male,-,585,Jan,21.01.04,Hard
8939,-,3,2,22.07.31,12,Female,0,22.07.29,Holstein,651,3,173,-,18.01.11,4.6,55,1674,3,Bred,1,-,44.2,270.6,1549,518,0,314,1630,1592,1601,1573,1549,518,1484,1436,1324,562,Inseminate,-,0,-,-,436,12863,-,Male,-,173,Feb,22.02.20,-
8940,-,5,40,22.08.08,4,Female,0,22.07.27,Holstein,6387,2,363,-,18.01.13,4.6,54.9,1672,5,Bred,1,22.07.23,28.8,157.3,956,306,1293,1191,1132,1183,1158,1029,956,306,1502,1532,1419,1403,Inseminate,-,0,22.07.23,-,624,2059,-,Female,-,363,Aug,21.08.14,-
8942,-,5,4,22.07.31,12,Female,0,22.07.17,Holstein,1630,2,263,-,18.01.14,4.6,54.9,1671,5,Bred,1,22.03.29,25.4,186.3,1157,360,1492,1343,1392,1316,1355,1153,1157,360,401,0,251,1343,Inseminate,-,0,22.03.29,-,514,12641,-,Male,-,263,Nov,21.11.22,Hard
8943,-,6,5,22.07.31,12,Female,0,22.06.23,Holstein,3189,1,804,-,18.01.14,4.6,54.9,1671,6,Open,1,22.06.23,22.1,133,679,236,824,750,759,674,747,704,679,236,936,899,910,792,Inseminate,-,0,22.06.23,-,1031,991,-,Female,-,804,May,20.05.30,Easy
8944,-,4,3,22.07.31,12,Female,135,22.03.30,Holstein,7797,3,234,-,18.01.14,4.6,54.9,1671,4,Pregnant,4,22.07.02,26.4,162.3,1040,312,1563,1361,1438,1335,1286,1103,1040,312,784,345,0,361,Conf. Dry Off,Yes,2,22.07.02,-,376,12720,-,Male,-,234,Dec,21.12.21,Easy
8946,-,199,190,22.03.01,164,Female,0,21.12.03,Holstein,-,2,501,Yes,18.01.15,4.6,54.9,1670,199,"Cull, Not Pregnant",1,22.01.11,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.01.11,-,526,1716,-,Female,-,501,Mar,21.03.29,-
8948,-,3,2,22.07.31,12,Female,0,22.07.09,Holstein,11,3,159,-,18.01.16,4.6,54.8,1669,3,Bred,2,-,38.6,228.7,1268,420,107,0,882,1201,1332,1283,1268,420,1120,1000,807,661,Pregn. Check,-,0,-,-,402,12912,-,Male,-,159,Mar,22.03.06,-
8949,-,4,3,22.07.31,12,Female,0,22.07.31,Holstein,3726,2,274,-,18.01.16,4.6,54.8,1669,4,Bred,1,22.07.11,27.6,177.1,976,329,1123,997,1053,1040,1076,1055,976,329,152,0,553,1180,Inseminate,-,0,22.07.11,-,539,-,-,-,-,274,Nov,21.11.11,-
8950,-,2,22,22.07.31,12,Female,0,22.07.30,Holstein,7819,3,111,-,18.01.16,4.6,54.8,1669,2,Bred,1,-,51.7,315.5,1688,592,957,492,0,232,1427,1648,1688,592,1297,1236,969,998,Inseminate,-,0,-,-,375,13052,-,Male,-,111,Apr,22.04.23,Easy
8951,-,4,3,22.07.31,12,Female,0,22.08.11,Holstein,411,2,236,-,18.01.17,4.6,54.8,1668,4,Bred,1,22.08.11,39.1,234.5,1356,450,1702,1541,1635,1467,1461,1395,1356,450,828,553,0,468,Inseminate,-,0,22.08.11,-,512,2426,-,Female,-,236,Dec,21.12.19,Easy
8952,-,3,2,22.07.31,12,Female,0,22.08.08,Holstein,890,3,139,-,18.01.18,4.6,54.8,1667,3,Bred,1,-,40.1,229,1511,444,658,0,190,1496,1685,1576,1511,444,1291,1218,1162,1082,Inseminate,-,0,-,-,412,12956,-,Male,-,139,Mar,22.03.26,-
8953,-,3,2,22.07.31,12,Female,0,22.05.25,Holstein,2627,3,167,-,18.01.18,4.6,54.8,1667,3,Pregnant (1st Preg Check),3,22.07.11,45.8,272.3,1589,515,0,41,1559,1735,1695,1610,1589,515,1121,1021,897,611,2nd Pregn. Check,-,1,22.07.11,-,365,2631,-,Female,-,167,Feb,22.02.26,-
8954,-,5,4,22.07.31,12,Female,0,22.06.24,Holstein,1515,2,346,-,18.01.18,4.6,54.8,1667,5,Open,1,-,34.6,164.6,1161,348,1626,1379,1460,1370,1337,1187,1161,348,1402,1686,1591,1632,Inseminate,-,0,-,-,574,2122,-,Female,-,346,Aug,21.08.31,-
8959,-,75,50,22.05.01,103,Female,248,21.12.07,Holstein,5362,2,427,-,18.01.23,4.6,54.6,1662,75,"Pregnant, Dry",5,22.02.28,-,-,0,0,831,684,610,495,6,0,0,0,1147,1062,1000,828,Conf. Step  Up,Yes,2,22.02.28,-,559,1664,-,Female,-,530,Feb,21.02.28,Easy
8960,-,4,3,22.07.31,12,Female,0,22.07.30,Holstein,5772,3,215,-,18.01.23,4.6,54.6,1662,4,Bred,1,22.07.30,39.2,235.8,1404,444,859,1385,1539,1542,1554,1427,1404,444,1031,785,0,0,Inseminate,-,0,22.07.30,-,479,12764,-,Male,-,215,Jan,22.01.09,-
8961,-,22,1,22.08.10,2,Female,0,-,Holstein,7206,3,21,-,18.01.24,4.5,54.6,1661,22,Fresh,0,-,46.2,252.3,338,463,1262,1062,1076,943,487,0,338,463,1399,1316,1277,1297,Report Heat,-,0,-,-,-,13306,-,Male,-,21,Jul,22.07.22,Easy
8962,-,199,190,22.03.31,134,Female,0,21.11.03,Holstein,-,2,493,Yes,18.01.25,4.5,54.5,1660,199,"Cull, Not Pregnant",1,22.01.03,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.01.03,-,488,1732,-,Female,-,493,Apr,21.04.06,Easy
8963,-,4,3,22.07.31,12,Female,191,22.02.02,Holstein,3101,2,421,-,18.01.26,4.5,54.5,1659,4,Pregnant,4,22.05.02,36.9,221.9,1326,412,1633,1459,1489,1382,1481,1371,1326,412,1592,1534,1532,1646,Conf. Dry Off,Yes,2,22.05.02,-,507,12080,-,Male,-,421,Jun,21.06.17,-
8964,-,3,2,22.07.31,12,Female,0,22.08.03,Holstein,4975,3,153,-,18.01.26,4.5,54.5,1659,3,Bred,1,22.07.13,44.2,260.3,1471,460,120,0,773,1536,1609,1419,1471,460,1285,1200,1060,958,Inseminate,-,0,22.07.13,-,421,12925,-,Male,-,153,Mar,22.03.12,Hard
8966,-,199,190,22.03.01,164,Female,0,22.01.11,Holstein,-,2,358,Yes,18.01.27,4.5,54.5,1658,199,"Cull, Not Pregnant",3,22.01.11,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2nd Pregn. Check,-,0,22.01.11,-,422,12253,-,Male,-,358,Aug,21.08.19,Hard
8969,-,3,2,22.07.31,12,Female,0,22.06.29,Holstein,6944,3,115,-,18.01.29,4.5,54.4,1656,3,Open,1,22.08.06,35.1,220.4,1192,417,873,286,0,343,1426,1205,1192,417,1124,1102,1001,936,Inseminate,-,0,22.08.06,-,348,-,-,-,-,115,Apr,22.04.19,Easy
8971,-,75,50,22.07.23,20,Female,238,21.12.17,Holstein,3998,3,319,-,18.01.31,4.5,54.3,1654,75,"Pregnant, Dry",5,22.03.07,-,-,525,0,1083,962,1092,1069,999,926,525,0,816,1172,1152,1110,Conf. Step  Up,Yes,2,22.03.07,-,378,12341,-,Male,-,339,Sep,21.09.07,Easy
8973,-,2,70,22.08.10,2,Female,99,22.05.05,Holstein,8692,3,167,-,18.01.31,4.5,54.3,1654,2,Pregnant,4,22.08.01,25,102.9,1492,192,0,74,1304,1516,1572,1481,1492,192,1183,978,962,446,Conf. Dry Off,Yes,2,22.08.01,-,345,2630,-,Female,-,167,Feb,22.02.26,-
8974,-,7,5,22.08.10,2,Female,194,22.01.30,Holstein,5147,3,292,-,18.01.31,4.5,54.3,1654,7,Pregnant,4,22.05.02,23.2,146,898,256,1289,1095,1165,1084,1011,981,898,256,0,183,1272,1374,Conf. Dry Off,Yes,2,22.05.02,-,375,12541,-,Male,-,292,Oct,21.10.24,Easy
